Counterparty,Notional Amount,Expiration Date,Filing Date
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
,,N/A,2025-08-29
