Filing Date,Fund Manager,Fund Name,Fund CIK,Derivative Type,Notional Amount,Currency,Expiration Date,Counterparty,Unrealized Gain/Loss
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Local Currency and Bond Fund,0000810893,SWO,,ILS,2025-07-10,,-22056.46
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Local Currency and Bond Fund,0000810893,SWO,,ZAR,2025-08-26,,-2977.8
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Local Currency and Bond Fund,0000810893,SWO,,ZAR,2025-09-22,,-39778.78
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Local Currency and Bond Fund,0000810893,SWO,,ILS,2025-07-10,,22498.45
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Local Currency and Bond Fund,0000810893,SWO,,ILS,2025-07-04,,56196.81
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-07-16,,344.48
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-07-16,,339.66
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-07-16,,424.88
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-10-30,,-25823.29
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-07-16,,192.55
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-10-30,,30303.88
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-07-16,,130.33
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (Unhedged),0000810893,SWO,,USD,2025-10-30,,22872.52
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-03,,7146.66
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-10,,-3124.45
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-06-30,,7211.3
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-09,,-21427.2
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-03,,-2967.99
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-16,,-4246.55
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-07,,4108.17
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-06-30,,12163.38
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-06-30,,-970.92
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-10,,1623.5
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-02,,-888.64
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-17,,-13772.38
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-07,,484.44
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-17,,9144.98
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-02,,5727.84
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-09,,5731.38
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-09,,-10680.48
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-06-30,,11699.64
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-16,,2997.5
2025-08-29,PIMCO FUNDS,PIMCO Extended Duration Fund,0000810893,SWO,,USD,2025-07-09,,9789.9
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Total Return Fund,0000810893,SWO,,USD,2025-07-16,,1358.63
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Total Return Fund,0000810893,SWO,,USD,2025-07-28,,-657.15
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Total Return Fund,0000810893,SWO,,USD,2025-07-16,,26295.61
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Total Return Fund,0000810893,SWO,,USD,2025-07-28,,1284.92
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Total Return Fund,0000810893,SWO,,USD,2025-07-16,,13684.44
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Total Return Fund,0000810893,SWO,,USD,2025-07-16,,18581.27
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-10-30,,15328.18
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-07-16,,212.44
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-10-30,,20308.36
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-07-16,,114.83
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-07-16,,96.28
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-07-16,,130.33
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-07-16,,226.44
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Short Fund,0000810893,SWO,,USD,2025-10-30,,-17305.66
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2027-01-07,,4867.13
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2027-01-14,,36912.25
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2027-01-25,,-1711.55
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2027-01-07,,30992.12
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2027-01-25,,4612.6
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2027-01-14,,-15419.22
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2025-09-08,,31378.8
2025-08-29,PIMCO FUNDS,PIMCO RealEstateRealReturn Strategy Fund,0000810893,SWO,,EUR,2025-09-08,,7034.92
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-07-16,,1699.5
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-10-30,,108015.79
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-10-30,,-4120.05
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-10-30,,143110.46
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-07-16,,113.22
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-10-30,,-121950.83
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-07-16,,673.93
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-07-16,,574.14
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Small Fund,0000810893,SWO,,USD,2025-07-16,,912.3
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-23,,2162.3
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-06-30,,12674.61
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-07,,3734.7
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,EUR,2025-07-16,,3680.36
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-23,,-1105.5
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-08-20,,-43660.5
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-28,,3088.75
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-08-13,,-62810.61
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-28,,-1579.68
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-03,,6356.98
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-06-30,,-1051.83
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-09-25,,33137.45
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-08-13,,-1405.83
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-14,,8829.42
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-09-25,,25145.1
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-03,,-5214.58
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,EUR,2025-07-16,,5068.67
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-07,,440.4
2025-08-29,PIMCO FUNDS,PIMCO International Bond Fund (Unhedged),0000810893,SWO,,USD,2025-07-14,,-5549.62
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-07,,-30.04
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-23,,420.12
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-28,,-11.4
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-24,,531.16
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-16,,770.21
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-23,,-442.2
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-17,,-1620.28
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-06-30,,-459.54
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-24,,526.72
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-09,,1273.64
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,EUR,2025-07-03,,527.62
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-09,,-2373.44
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-06-30,,1314.96
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,EUR,2025-07-16,,390.17
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-16,,1805.72
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-06-30,,2054.94
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-16,,-1544.2
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,EUR,2025-06-30,,436.43
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-06-30,,898.16
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-24,,-172.8
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-07,,1230.04
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-02,,-277.7
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-23,,-120.4
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-06-30,,1399.96
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-21,,-1823.2
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-07,,-2318.76
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-18,,-740.12
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-28,,291.92
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-14,,-682.25
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-03,,1880.7
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-14,,-1074.12
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-07,,1867.35
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-16,,1042.62
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-14,,1421.5
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-18,,1092.84
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-10,,1298.8
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-07,,220.2
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-16,,1090.0
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-23,,864.92
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-17,,1075.88
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-06-30,,779.6
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,EUR,2025-06-30,,436.43
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-21,,1089.76
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-24,,-186.16
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-02,,1789.95
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,EUR,2025-07-03,,281.99
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,EUR,2025-07-16,,283.37
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-07,,714.74
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-14,,1708.92
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-10,,-2499.56
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS Long Duration Fund,0000810893,SWO,,USD,2025-07-03,,-781.05
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Currency and Short-Term Investments Fund,0000810893,SWO,,ILS,2025-07-10,,9516.47
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Currency and Short-Term Investments Fund,0000810893,SWO,,ILS,2025-07-04,,23921.13
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Currency and Short-Term Investments Fund,0000810893,SWO,,ZAR,2025-09-22,,-16670.42
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Currency and Short-Term Investments Fund,0000810893,SWO,,ILS,2025-07-10,,-9329.51
2025-08-29,PIMCO FUNDS,PIMCO Emerging Markets Currency and Short-Term Investments Fund,0000810893,SWO,,ZAR,2025-08-26,,-1248.55
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-10-30,,-417499.07
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-10-30,,489939.14
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-10-30,,-14432.66
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-07-16,,9134.83
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-07-16,,2717.26
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-10-30,,-6192.43
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-10-30,,369792.41
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-07-16,,4691.81
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-07-16,,3851.04
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-07-16,,4478.29
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-10-30,,5210.74
2025-08-29,PIMCO FUNDS,PIMCO StocksPLUS International Fund (U.S. Dollar-Hedged),0000810893,SWO,,USD,2025-10-30,,7225.72
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-07-16,,3080.35
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-07-16,,1347.86
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-10-30,,143701.71
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-07-16,,1132.19
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-07-16,,1694.26
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-10-30,,190390.86
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-07-16,,1377.94
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-10-30,,-5518.37
2025-08-29,PIMCO FUNDS,PIMCO RAE PLUS Fund,0000810893,SWO,,USD,2025-10-30,,-162240.57
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-24,,5003.84
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-07,,1937.76
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-06-30,,-689.31
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-24,,4913.23
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-14,,3702.66
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-21,,-26436.4
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-14,,-2327.26
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-28,,-4701.15
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-06-30,,13324.59
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,EUR,2025-07-16,,4817.3
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-16,,2792.0
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-07,,16432.68
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-16,,4478.29
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-28,,9192.12
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-21,,15801.52
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-07,,-33042.33
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-09,,21333.47
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-24,,-1768.52
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-16,,3283.35
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-28,,218.94
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-24,,-1598.4
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-06-30,,-1105.77
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,EUR,2025-07-16,,6632.78
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-09,,-39755.12
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-17,,-23494.06
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-14,,-1910.3
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-07,,17528.07
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-28,,-8.55
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-17,,15600.26
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-16,,7860.21
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-16,,5082.79
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-07-14,,3980.2
2025-08-29,PIMCO FUNDS,PIMCO Diversified Income Fund,0000810893,SWO,,USD,2025-06-30,,3082.41
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,EUR,2025-06-30,,108673.16
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-24,,162269.38
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-07,,376699.75
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,EUR,2025-06-30,,108673.16
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,EUR,2025-07-03,,131641.67
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-07,,220497.29
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-28,,-95084.55
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-03,,466413.6
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-06-30,,241286.2
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-28,,-3499.8
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-09,,677787.41
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,EUR,2025-07-16,,145725.96
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-14,,345993.1
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-28,,89619.44
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-10,,395484.6
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-23,,-134981.55
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-17,,-493780.33
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-17,,327874.43
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-02,,444623.58
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2032-07-21,,-22468371.09
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-23,,-36842.4
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-07,,54609.6
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-14,,346625.94
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2027-07-20,,20521394.74
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2027-07-20,,-17029188.09
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-02,,-68980.68
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-07,,-9267.34
2025-08-29,PIMCO FUNDS,PIMCO Income Fund,0000810893,SWO,,USD,2025-07-24,,-52790.4
