Filing Date,Fund Manager,Fund Name,Fund CIK,Derivative Type,Notional Amount,Currency,Expiration Date,Counterparty,Unrealized Gain/Loss
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-23,,6054.44
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-23,,2520.72
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,EUR,2025-06-30,,1891.24
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-07,,1893.72
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-06-30,,-1672.14
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-24,,-777.6
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-07,,-120.16
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-08-01,,1649984.84
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-18,,-4995.81
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-03,,-3592.83
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2034-07-12,,-1259799.75
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-16,,2736.89
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-06-30,,9204.72
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-24,,3028.64
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2039-08-16,,-1936920.15
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-28,,-2931.9
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2039-08-16,,-528043.89
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-02,,14677.59
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-14,,-3411.25
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,EUR,2025-07-16,,2145.89
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-16,,3736.23
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-06-30,,6287.12
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-09,,11781.17
2025-08-29,PIMCO FUNDS,PIMCO Dynamic Bond Fund,0000810893,SWO,,USD,2025-07-14,,-2864.32
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-10-30,,-2397.12
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-07-16,,577.66
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-10-30,,-70304.25
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-07-16,,574.14
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-10-30,,82502.7
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-07-16,,566.09
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-07-16,,781.97
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-07-16,,1274.63
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-10-30,,62270.74
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-11-21,,-4135.04
2025-08-29,PIMCO FUNDS,PIMCO RAE Fundamental Advantage PLUS Fund,0000810893,SWO,,USD,2025-11-24,,-1596.8
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-16,,57865.63
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-07,,-1486.98
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-17,,52180.18
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,EUR,2025-07-03,,12689.8
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,EUR,2025-07-16,,16577.16
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-17,,-78583.58
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-23,,-21667.8
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,86772.33
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-02,,75177.9
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-21,,50673.84
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-14,,-36295.7
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-09,,-165703.68
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-23,,-5839.4
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-16,,-71033.2
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,4109.88
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,35861.6
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-18,,55461.63
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-28,,13282.36
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-28,,-12536.4
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-28,,24512.32
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-23,,42381.08
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-24,,-8609.9
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-07,,74694.0
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-03,,88249.84
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-14,,84306.72
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,60488.16
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-09,,-112738.4
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,65798.12
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,36903.79
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-02,,-11663.4
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-10,,-121853.55
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-16,,89755.05
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-09,,60497.9
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-23,,20375.82
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-10,,63316.5
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-18,,-37561.09
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-14,,-52989.92
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-03,,-72390.64
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,-919.08
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-16,,52820.88
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-24,,27753.11
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,EUR,2025-07-03,,23742.98
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-07,,61502.0
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-07,,8808.0
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-07,,-115938.0
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-09,,75708.56
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,EUR,2025-06-30,,18912.33
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-14,,75623.8
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-07,,35379.63
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-16,,44155.41
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-03,,-31242.0
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-24,,24360.8
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,42213.52
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,36903.79
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-03,,75228.0
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,EUR,2025-07-16,,22824.55
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-06-30,,-7200.99
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-16,,38799.23
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-21,,-84778.8
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,EUR,2025-06-30,,18912.33
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-28,,-518.7
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-24,,-9028.8
2025-08-29,PIMCO FUNDS,PIMCO Long Duration Credit Bond Portfolio,0000810893,SWO,,USD,2025-07-16,,50140.0
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-14,,-358.04
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-10,,649.4
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-06-30,,2099.94
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-02,,-111.08
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-24,,263.36
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-23,,210.06
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-06-30,,657.48
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-24,,265.58
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-09,,636.82
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,EUR,2025-07-03,,263.81
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2032-07-26,,-26384.54
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2032-07-26,,34616.46
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-07,,-1159.38
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,EUR,2025-07-16,,195.08
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-09,,-1186.72
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-10,,-1249.78
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-18,,546.42
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-16,,545.0
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-17,,537.94
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2027-07-20,,-36258.03
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-06-30,,1347.24
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-21,,544.88
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-17,,-810.14
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-14,,-272.9
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-07,,746.94
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-14,,568.6
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-24,,-93.08
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-03,,752.28
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-06-30,,-229.77
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-14,,569.64
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-07,,357.37
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-23,,-60.2
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-06-30,,389.8
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-07,,88.08
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-18,,-370.06
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-23,,432.46
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-07,,-15.02
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,EUR,2025-07-03,,141.0
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-16,,-772.1
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-02,,715.98
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-28,,145.96
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-07,,615.02
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-28,,-5.7
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-24,,-86.4
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,EUR,2025-07-16,,141.69
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-03,,-312.42
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-23,,-221.1
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2027-07-20,,38743.98
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-07-21,,-911.6
2025-08-28,PIMCO FUNDS,PIMCO ESG Income Fund,0000810893,SWO,,USD,2025-06-30,,1027.47
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-10-30,,86310.52
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-07-16,,781.97
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-07-16,,1132.19
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-07-16,,673.93
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-10-30,,-2497.0
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-10-30,,-73549.06
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-07-16,,1274.63
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-07-16,,803.8
2025-08-28,PIMCO FUNDS,PIMCO RAE Worldwide Long/Short PLUS Fund,0000810893,SWO,,USD,2025-10-30,,65144.78
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-12-16,,-349119.44
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-12-16,,172380.16
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-02-13,,-1712634.09
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-08-06,,443242.38
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-11,,-563847.2
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-05-16,,-921251.81
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-05-02,,-740135.07
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-22,,-371240.0
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2026-03-20,,-251874.4
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-18,,-138806.49
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-06-04,,-819058.7
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2026-06-08,,-672053.1
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2026-01-30,,-593858.04
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-17,,-766164.5
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-10,,-1073354.78
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,230016.9
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,491328.98
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-08-22,,-2093203.2
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-02,,1049168.76
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-02,,-862126.76
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-30,,-304195.14
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-30,,-591753.68
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-08,,95787.27
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-11-03,,-309949.85
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2026-05-29,,105124.25
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-29,,-1360010.0
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,441977.56
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-05-01,,-766629.36
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-12-08,,-993608.2
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-06-18,,-1318976.79
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-02-06,,-684186.75
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-12-29,,-409284.12
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-25,,-1128314.22
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,520846.96
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-11-28,,-2434798.8
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-11,,339086.0
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-08-06,,184932.0
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,425140.2
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2026-03-31,,-202870.97
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-08,,635826.92
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-12-29,,194487.24
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-02-06,,-1267597.89
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-05-02,,-625087.11
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-09-26,,-642998.0
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-08-06,,270249.0
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-22,,-1240057.8
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-06-30,,345590.4
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,254654.4
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,-40184.9
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-17,,-2538137.4
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-07,,-100258.9
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2026-02-09,,101736.16
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-03,,-442797.81
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-10-08,,-1457810.06
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-12-11,,-150126.62
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2035-02-20,,-1673761.6
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2026-04-06,,-229285.38
2025-08-28,PIMCO FUNDS,PIMCO Mortgage Opportunities and Bond Fund,0000810893,SWO,,USD,2025-07-11,,-2749585.41
