Filing Date,Fund Manager,Series Name,Fund CIK,Derivative Type,Notional Amount,Currency,Expiration Date,Counterparty,Unrealized Gain/Loss,Underlying Reference
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund V,0000810893,SWO,,USD,N/A,,10248.42,N/A
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund V,0000810893,SWO,,EUR,N/A,,322.4,N/A
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund V,0000810893,SWO,,USD,N/A,,-234.64,N/A
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund V,0000810893,SWO,,USD,N/A,,447.98,N/A
2025-05-30,PIMCO FUNDS,PIMCO Total Return Fund V,0000810893,SWO,,EUR,N/A,,362.09,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,630.16,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,-57.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,295.24,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,322.4,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-117.32,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-5.91,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,13693.38,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,447.98,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-235.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,276.38,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,200.42,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-751.06,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,412.48,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,92.11,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,276.62,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,18445.92,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,141.62,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-586.24,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,330.97,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,387.18,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,362.09,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,727.86,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,-151.89,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,101.64,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,189.46,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-18316.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-691.14,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-938.4,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,264.06,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,168.41,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-31.02,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,590.7,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,USD,N/A,,-178.84,N/A
2025-05-30,PIMCO FUNDS,PIMCO RAE PLUS Small Fund,0000810893,SWO,,EUR,N/A,,149.1,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,83733.25,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,471824.7,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,-50149.26,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,48852.21,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,478.55,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,70634.36,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,-1559.67,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,-945.57,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,91174.21,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,243640.54,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,-189041.56,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,79500.58,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,29939.37,N/A
2025-05-30,PIMCO FUNDS,PIMCO Inflation Response Multi-Asset Fund,0000810893,SWO,,EUR,N/A,,-21491.77,N/A
2025-05-30,PIMCO FUNDS,PIMCO Global Core Asset Allocation Fund,0000810893,SWO,,USD,N/A,,-1643247.0,N/A
2025-05-30,PIMCO FUNDS,PIMCO Global Core Asset Allocation Fund,0000810893,SWO,,USD,N/A,,-1663233.0,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,141.62,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,100.45,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-117.32,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-751.06,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,90.78,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-17625.7,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,320.46,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,387.18,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-235.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-62.03,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,276.38,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,306.62,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,200.42,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,223.99,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,945.24,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,412.48,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,112.28,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,126.31,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,-57.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,262.73,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,362.09,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,295.24,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-345.57,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,276.62,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,17749.85,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,669.54,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,13176.65,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-5.91,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-182.86,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Authority: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,886.05,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,USD,N/A,,5599.75,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,4302.53,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,4707.21,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,1305.8,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,1831.54,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,4166.05,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,3986.03,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,3838.21,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,3596.05,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,USD,N/A,,-8639.25,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,USD,N/A,,-1967.24,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,1938.3,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,EUR,N/A,,-2732.04,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - I,0000810893,SWO,,USD,N/A,,8006.46,N/A
2025-05-30,PIMCO FUNDS,PIMCO Short Asset Portfolio,0000810893,SWO,,USD,N/A,,1781752.4,N/A
2025-05-30,PIMCO FUNDS,PIMCO Short Asset Portfolio,0000810893,SWO,,USD,N/A,,-997012.6,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,1229.88,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,1019.96,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,-3059.08,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,1259.97,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,839.96,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,1834.6,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,949.96,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,1056.4,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,1417.47,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,645.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO Sector Fund Series - AM,0000810893,SWO,,USD,N/A,,209.94,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,35441.68,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,343038.8,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,313.04,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,-137442.13,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,320914.59,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,-1143.84,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,-1886.69,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,120091.41,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,-14476.64,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,54772.88,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,51790.83,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,20166.88,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,31824.88,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-Real Fund,0000810893,SWO,,EUR,N/A,,-25163.02,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-410.96,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,1894.65,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,1784.47,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,10337.25,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,2452.94,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,5021.55,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,2978.68,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-983.62,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,4145.7,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,2605.45,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,3620.93,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,1341.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-3538.5,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-68.5,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,2540.91,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,2887.36,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,4003.23,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,1684.14,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,803.57,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,-3797.4,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,159282.46,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-1371.45,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-1055.88,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,2901.61,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-10650.84,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-213063.57,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-5257.42,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,2489.57,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,2952.47,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,-4837.98,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,3135.86,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,11027.8,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,EUR,N/A,,-752.74,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,214564.31,N/A
2025-05-30,PIMCO FUNDS,PIMCO All Asset: Multi-RAE PLUS Fund,0000810893,SWO,,USD,N/A,,3484.62,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-7948.11,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,5251.22,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-2229.08,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,7356.42,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,10632.6,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-93.3,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-6759.54,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,3712.32,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-1788.4,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-1645.74,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,5151.77,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,2357.8,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,2652.51,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,6025.86,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-612.57,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,7278.6,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,11342.88,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,-4482.1,N/A
2025-05-30,PIMCO FUNDS,PIMCO Investment Grade Credit Bond Portfolio,0000810893,SWO,,USD,N/A,,2549.25,N/A
2025-05-30,PIMCO FUNDS,PIMCO Mortgage and Short-Term Investments Portfolio,0000810893,SWO,,USD,N/A,,-55010.5,N/A
2025-05-30,PIMCO FUNDS,PIMCO Mortgage and Short-Term Investments Portfolio,0000810893,SWO,,USD,N/A,,-97280.6,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-166407.32,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,2268.64,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,2066.73,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-804.78,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-938.56,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-2594.9,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,3359.85,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,5611.65,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,-1063.27,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,2534.65,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,1331.27,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,1659.72,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,5986.52,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,2316.74,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,736.91,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-5422.72,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,124403.09,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,3347.7,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-317.91,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-4130.83,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,2112.49,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,-8281.38,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,-579.03,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,USD,N/A,,1452.56,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,1934.41,N/A
2025-05-30,PIMCO FUNDS,PIMCO StocksPLUS Absolute Return Fund,0000810893,SWO,,EUR,N/A,,1839.7,N/A
